layer	latent	clinical_exp	model
20	12831	"""Numerical values, dates, or the word \""unremarkable\"" in a medical context."""	9B
20	12832	"""Medication names or medical supplies."""	9B
20	12833	"""The model is activated by medical terms or phrases, often related to diagnoses, conditions, or medical procedures, particularly when they are not part of common phrases or words."""	9B
20	12834	"""Periods (.) and certain prepositions (\""of\"", \""a\"") often used in medical prescriptions, dosing instructions, or numerical sequences."""	9B
20	12835	"""Numerical values, particularly those related to medical measurements and laboratory results."""	9B
20	12837	"""The activation levels are high for tokens that describe patient characteristics, medical history, or social history, particularly when these descriptions are presented as a distinct entity or a new piece of information."""	9B
20	12842	"""Repeated numerical or symbolic patterns, often indicating medical or clinical data."""	9B
20	12843	"""The model is activated by tokens that indicate a continuation or persistence of a state or condition, often denoted by words or phrases that convey a sense of duration or stability."""	9B
20	12844	"""Medical abbreviations or terms, particularly those related to heart conditions or bodily functions."""	9B
20	12846	"""The token \""DB\"" is consistently activated when it appears to represent a medical test or lab result, often in a format that resembles a database entry or a table of values."""	9B
20	12848	"""Actions or changes related to medication or medical procedures, often involving initiation or cessation of treatment."""	9B
20	12849	"""Post-operative instructions or advice related to physical activity."""	9B
20	12851	"""The token \""then\"" is consistently activated across all snippets, often in conjunction with other tokens that indicate a sequence of events or a transition from one state to another, suggesting that the model is recognizing temporal relationships or narrative progression."""	9B
20	12852	"""The token \""Certain\"" is consistently activated when it is used to indicate specificity or particularity, often in the context of warnings, precautions, or side effects."""	9B
20	12854	"""Medication names or medical terms related to medications and their effects."""	9B
20	12856	"""Heart rate values."""	9B
20	12857	"""Expressions of uncertainty or probability in medical diagnoses or interpretations."""	9B
20	12858	"""The model is activated by tokens that are part of a directive or instruction, often indicating an action or a reference to additional information."""	9B
20	12859	"""Medical terms, diagnoses, or units of measurement, particularly those related to medical imaging, patient history, or physiological parameters."""	9B
20	12860	"""The suffixes of medical terms, particularly those related to cells, organs, or medical procedures."""	9B
20	12862	"""Units of time, quantities, or abbreviations used in medical prescriptions, instructions, or documentation."""	9B
20	12863	"""Actions or events that initiate, resume, or restart a process, treatment, or behavior."""	9B
20	12864	"""The presence of the word \""bill\"" or its variants, often in the context of medical billing or the name \""Billroth\"", which is associated with a surgical procedure."""	9B
20	12867	"""Periods that terminate sentences or phrases indicating the absence or normalcy of a medical condition or finding."""	9B
20	12869	"""The phrase \""plenty of\""."""	9B
20	12870	"""The token \""map\"" or its variants, often referring to medical procedures or vital sign monitoring, particularly Mean Arterial Pressure (MAP)."""	9B
20	12871	"""The model is activated by medical terms, proper nouns, and words related to medical procedures or medications, as well as the word \""fiance\""."""	9B
20	12875	"""Medical terms or conditions, particularly those related to diseases, treatments, or bodily systems."""	9B
20	12877	"""Medical instructions, labels, or titles, often denoted by specific keywords or abbreviations such as \""Sig\"" for dosing instructions, \""Diagnosis\"" for medical conditions, or titles like \""Surgeon\""."""	9B
20	12878	"""Medical settings, locations, or time periods within a hospital or medical context."""	9B
